Time elapsed, Glow State, Visible Light, Right Sleeve State, Right X Acc, Right Y Acc, Right Z Acc, Left Sleeve State, Left X Acc, Left Y Acc, Left Z Acc
2891.00,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00
3391.00,0,3067,0,9.61,2.08,-2.20,0,-8.00,1.25,-0.29
3891.00,0,3067,0,8.05,3.43,-4.35,0,-8.36,1.47,-0.25
4391.00,0,3067,0,8.62,2.38,-3.31,0,-9.09,-0.41,0.47
4891.00,0,3067,0,9.21,2.61,-4.48,0,-8.49,1.76,0.35
5632.00,0,2770,0,8.01,3.24,-3.86,0,-11.25,0.11,-0.58
6136.00,0,2770,0,10.09,5.43,-3.48,0,-8.50,2.63,-0.94
6641.00,0,2770,0,8.60,4.53,0.53,0,-9.57,2.04,-2.68
7146.00,0,2770,0,10.15,4.30,0.16,0,-8.39,1.53,-4.30
7995.00,0,4407,0,8.94,4.57,0.05,0,-8.14,4.30,-6.05
8500.00,0,4407,0,9.57,4.56,-0.14,0,-8.52,5.42,-5.90
9005.00,0,4407,0,8.57,4.29,-0.81,0,-7.01,3.73,-6.06
9510.00,0,4407,0,8.99,4.19,-0.39,0,-7.30,3.78,-5.05
10360.00,0,4224,0,8.55,4.47,-1.50,0,-7.92,2.19,-5.01
10865.00,0,4224,0,8.17,4.88,-1.49,0,-8.77,2.89,-5.57
11370.00,0,4224,0,7.84,4.22,-1.84,0,-7.32,2.49,-5.91
11875.00,0,4224,0,8.73,4.38,-1.69,0,-7.36,3.47,-5.38
12724.00,0,4402,0,8.86,4.23,-1.35,0,-10.41,2.38,-3.71
13229.00,0,4402,0,9.17,3.99,-2.20,0,-10.20,2.04,0.68
13734.00,0,4402,0,8.12,3.63,-2.50,0,-7.97,-0.54,0.14
14239.00,0,4402,0,8.68,3.77,-2.71,0,-9.80,1.75,0.10
15088.00,0,3276,0,9.11,4.30,-2.93,0,-9.65,0.60,-2.10
15592.00,0,3276,0,8.24,4.08,-2.77,0,-9.51,1.40,-1.62
16097.00,0,3276,0,8.12,4.25,-1.31,0,-9.28,1.97,-1.94
16602.00,0,3276,0,8.94,4.69,-1.63,0,-9.76,1.86,-4.55
17452.00,0,3886,0,8.21,4.44,-2.59,0,-9.04,1.77,-2.59
17956.00,0,3886,0,9.62,2.98,-2.54,0,-9.00,0.57,-2.01
18461.00,0,3886,0,8.94,2.99,-1.81,0,-10.17,0.97,-4.57
18966.00,0,3886,0,8.97,3.51,-1.69,0,-8.49,2.09,-7.99
19816.00,0,3423,0,9.03,2.11,-2.16,0,-8.44,2.49,-4.33
20320.00,0,3423,0,9.93,3.21,-2.60,0,-8.15,5.17,-2.82
20825.00,0,3423,0,9.13,2.53,-4.04,0,-10.95,6.12,-6.02
21330.00,0,3423,0,7.35,2.71,-6.10,0,-3.70,7.42,-3.40
22179.00,0,3487,0,7.50,-1.17,-6.30,0,-5.18,6.89,-2.93
22684.00,0,3487,0,8.06,-0.44,-6.01,0,-6.12,7.27,-2.79
23189.00,0,3487,0,7.68,-0.26,-5.98,0,-7.84,8.20,-0.35
23694.00,0,3487,0,7.37,-0.39,-6.59,0,-5.88,6.86,-4.29
24544.00,0,3401,0,7.62,-1.51,-6.29,0,-4.62,6.94,-4.56
25048.00,0,3401,0,7.69,-0.98,-6.54,0,-4.60,6.98,-4.38
25553.00,0,3401,0,7.87,-0.73,-6.71,0,-3.61,7.04,-3.07
26058.00,0,3401,0,8.49,-1.91,-6.50,0,-5.32,6.78,-4.55
26908.00,0,3143,0,7.48,5.07,-3.11,0,-3.30,8.17,-5.02
27412.00,0,3143,0,9.74,3.49,-3.77,0,-2.71,8.03,-4.88
27917.00,0,3143,0,9.66,1.30,-2.74,0,-3.15,8.40,-4.30
28422.00,0,3143,0,9.81,-1.27,1.23,0,-3.59,7.65,-4.63
29272.00,0,3122,0,8.24,-2.16,2.96,0,-2.98,7.46,-4.35
29776.00,0,3122,0,8.03,0.75,-1.21,0,-3.33,7.30,-6.19
30281.00,0,3122,0,8.89,-0.25,-1.62,0,-4.70,6.18,-4.83
30786.00,0,3122,0,8.37,4.02,-3.27,0,-0.75,6.98,-5.17
31635.00,0,942,0,6.60,5.77,-6.49,0,2.92,9.04,-0.57
32140.00,0,942,0,7.43,-0.57,-6.71,0,-0.68,8.39,-2.36
32645.00,0,942,0,7.83,-0.30,-3.75,0,-1.79,7.37,-6.33
33150.00,0,942,0,11.35,-0.16,-4.65,0,0.34,11.63,-5.45
34000.00,0,546,0,9.24,2.18,-3.36,0,-1.26,6.67,-5.50
34504.00,0,546,0,8.07,2.49,-5.13,0,-2.63,8.15,-5.04
