Time elapsed, Glow State, Visible Light, Right Sleeve State, Right X Acc, Right Y Acc, Right Z Acc, Left Sleeve State, Left X Acc, Left Y Acc, Left Z Acc
1211.00,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00
1711.00,0,0,0,8.57,-0.25,-5.67,0,-7.59,3.71,-5.43
2370.00,0,2828,0,8.40,-0.01,-5.62,0,-7.44,3.79,-5.29
2874.00,0,2828,0,8.22,0.11,-5.55,0,-8.64,0.66,-3.84
3379.00,0,2828,0,8.21,0.02,-5.48,0,-8.22,-3.71,1.79
3884.00,0,2828,0,8.37,0.16,-5.71,0,-8.52,-3.74,2.04
4733.00,0,920,0,8.41,-0.13,-5.49,0,-8.39,-4.24,3.08
5238.00,0,920,0,8.37,-0.06,-5.62,0,-8.43,-4.28,2.93
5743.00,0,920,0,8.19,0.08,-5.54,0,-8.39,-4.21,2.91
6248.00,0,920,0,8.25,-0.08,-5.49,0,-8.30,-4.30,2.84
7098.00,0,904,0,8.35,-0.04,-5.47,0,-8.33,-4.14,2.93
7602.00,0,904,0,8.44,-0.02,-5.46,0,-8.51,-4.21,2.95
8107.00,0,904,0,8.11,0.07,-5.60,0,-7.80,-4.33,2.61
8612.00,0,904,0,8.50,-0.01,-5.50,0,-8.86,-3.20,1.74
9462.00,1,54,0,8.32,0.07,-5.31,0,-9.36,-2.81,1.21
9966.00,1,54,0,8.29,0.16,-5.45,0,-9.46,-3.19,1.36
10471.00,1,54,0,8.10,0.12,-5.43,0,-7.71,-1.55,-0.07
10976.00,1,54,0,8.13,-0.14,-5.64,0,-7.95,6.22,-5.03
11825.00,0,2713,0,8.13,-0.06,-5.90,0,-5.24,6.66,-5.09
12330.00,0,2713,0,8.13,-0.12,-5.56,0,-5.32,6.45,-5.04
12835.00,0,2713,0,8.32,-0.04,-5.74,0,-5.05,6.47,-5.20
13340.00,0,2713,0,8.18,-0.00,-5.64,0,-5.23,6.35,-5.11
14190.00,0,2860,0,8.30,-0.06,-5.73,0,-6.04,5.49,-5.47
14695.00,0,2860,0,8.12,0.92,-6.02,0,-5.97,6.45,-3.89
15200.00,0,2860,0,8.65,0.64,-5.94,0,-6.60,4.45,-3.60
15705.00,0,2860,0,8.01,1.27,-4.28,0,-8.83,3.31,-5.72
16553.00,0,2442,0,8.97,1.55,-5.33,0,-7.82,0.21,-2.01
17058.00,0,2442,0,7.77,1.96,-5.30,0,-9.22,0.32,-1.53
17563.00,0,2442,0,8.29,1.88,-5.99,0,-7.52,1.36,-1.39
18068.00,0,2442,0,6.76,1.91,-6.28,0,-8.91,0.58,-2.09
18917.00,0,3070,0,6.95,1.77,-6.73,0,-9.15,1.47,-2.26
19422.00,0,3070,0,7.51,2.28,-6.68,0,-10.18,1.69,-0.74
19927.00,0,3070,0,7.38,1.00,-7.83,0,-9.91,1.46,-1.55
20432.00,0,3070,0,6.84,2.02,-7.46,0,-9.26,0.92,-2.56
21282.00,0,2099,0,9.11,0.57,-2.47,0,-10.32,3.03,-1.13
21787.00,0,2099,0,8.73,0.28,-1.99,0,-8.94,1.77,-2.06
22292.00,0,2099,0,9.49,-0.47,-2.75,0,-11.41,0.68,-2.97
22797.00,0,2099,0,9.00,0.29,-2.79,0,-10.50,2.83,-3.98
23646.00,0,1901,0,9.31,-0.09,-3.97,0,-8.87,2.83,-4.11
24151.00,0,1901,0,9.35,-0.89,-3.83,0,-6.55,2.13,-4.19
24656.00,0,1901,0,8.78,-0.96,-4.08,0,-9.73,3.28,0.41
25161.00,0,1901,0,9.00,-0.79,-3.98,0,-6.87,3.30,0.62
26010.00,0,1940,0,9.39,-2.94,-1.89,0,-5.39,-2.55,-2.33
26515.00,0,1940,0,9.28,-2.68,-2.67,0,-8.90,-2.04,0.38
27020.00,0,1940,0,5.76,1.89,-6.90,0,-6.07,-4.34,-2.27
27525.00,0,1940,0,7.25,1.57,-7.80,0,-5.02,0.85,2.21
28374.00,0,1281,0,6.50,1.59,-7.80,0,-4.22,6.62,-4.94
28879.00,0,1281,0,6.59,0.26,-7.50,0,-5.20,5.95,-6.64
29384.00,0,1281,0,6.70,-0.23,-7.88,0,-5.37,6.36,-4.59
29889.00,0,1281,0,5.88,0.52,-7.86,0,-4.82,5.68,-5.28
30738.00,0,1278,0,5.90,-0.35,-8.22,0,-5.09,6.22,-5.68
31243.00,0,1278,0,5.43,0.34,-8.38,0,-4.21,6.55,-5.64
31748.00,0,1278,0,5.79,-0.40,-7.71,0,-5.18,6.63,-5.53
32253.00,0,1278,0,5.92,-0.25,-7.96,0,-4.17,6.19,-5.97
33102.00,0,1274,0,7.26,0.37,-7.34,0,-5.61,4.61,-5.93
33607.00,0,1274,0,9.38,3.35,-4.91,0,-4.41,7.81,-3.89
34112.00,0,1274,0,8.85,2.10,-4.09,0,-3.79,7.29,-4.95
34617.00,0,1274,0,9.39,-3.64,-1.22,0,-3.47,7.77,-4.65
35466.00,0,2069,0,5.95,2.93,-6.61,0,-3.34,6.84,-5.03
35971.00,0,2069,0,0.93,4.34,-2.88,0,-5.88,7.26,-5.79
36476.00,0,2069,0,-1.00,10.46,-0.31,0,-3.88,7.02,-5.70
37491.00,0,2069,1,16.21,-19.61,-5.68,0,-4.33,7.59,-5.52
37996.00,0,2106,1,11.37,1.82,-4.30,0,-3.04,7.46,-4.97
38501.00,0,2106,1,8.04,3.67,-6.75,0,-2.99,7.88,-4.55
39006.00,0,2106,1,7.15,4.42,-5.43,0,-2.45,8.05,-4.68
39511.00,0,2106,1,4.04,4.87,-9.24,0,-0.61,8.71,-3.11
40233.00,0,916,0,5.54,3.88,-6.12,0,-3.05,8.30,-4.55
40738.00,0,916,0,4.14,3.44,-6.79,0,-2.96,6.70,-4.53
41243.00,0,916,0,6.81,5.20,-9.80,0,-0.82,12.13,-5.31
41748.00,0,916,0,4.02,4.62,-7.67,0,-2.26,6.49,-4.73
42595.00,0,803,0,3.55,1.83,-10.33,0,-5.37,6.75,-6.02
43100.00,0,803,0,9.84,2.92,-10.98,0,-6.07,10.81,-8.35
43600.00,0,803,0,9.84,2.92,-10.98,0,-6.07,10.81,-8.35
44100.00,0,803,0,10.07,1.34,-6.65,0,-5.20,5.77,-8.12
44959.00,0,636,0,6.87,-0.03,-5.67,0,-4.11,2.72,-6.37
45464.00,0,636,0,8.92,-0.13,-7.24,0,-4.38,7.19,-9.80
45969.00,0,636,0,11.26,-0.99,-8.62,0,-7.48,7.32,-9.01
46469.00,0,636,0,11.26,-0.99,-8.62,0,-7.48,7.32,-9.01
47323.00,1,142,0,8.73,-0.30,-4.46,0,-3.93,6.73,-5.65
